a_sex,year,ahe08
1,1992,16.19070244
1,1992,10.32403088
1,1992,30.67712021
2,1992,8.849169731
2,1992,21.06945038
2,1992,29.77892876
1,1992,16.96090889
1,1992,25.36761856
2,1992,36.87154007
1,1992,18.43577003
1,1992,23.59778404
2,1992,33.6268425
1,1992,19.66482162
1,1992,35.39667892
1,1992,14.57163239
1,1992,35.39667892
1,1992,42.04924393
2,1992,22.94229126
1,1992,22.1229229
1,1992,16.71509743
2,1992,33.18438339
2,1992,19.84359169
1,1992,49.35113907
2,1992,33.18438339
2,1992,22.1229229
1,1992,12.5473299
2,1992,16.96090889
1,1992,30.97209358
2,1992,21.66276741
1,1992,14.74861622
1,1992,7.374308109
2,1992,9.91106987
1,1992,16.22347832
1,1992,23.59778404
2,1992,23.59778404
1,1992,13.42123985
1,1992,20.64806175
1,1992,16.99777985
1,1992,26.87525558
1,1992,50.14529037
1,1992,21.45253181
1,1992,21.06945038
2,1992,26.07555199
2,1992,25.81007767
2,1992,19.99256897
2,1992,21.65244293
2,1992,18.43577003
1,1992,27.3902874
2,1992,21.38549232
1,1992,21.98884583
2,1992,11.79889202
2,1992,36.05217361
1,1992,29.2583046
2,1992,30.97209358
1,1992,39.32964325
1,1992,27.85849762
1,1992,22.1229229
1,1992,20.3799057
2,1992,12.45438671
1,1992,16.96090889
2,1992,13.56872654
2,1992,15.3385601
1,1992,30.2346611
1,1992,14.74861622
2,1992,29.49723244
2,1992,7.385516644
1,1992,29.49723244
1,1992,11.50392056
1,1992,35.39667892
2,1992,27.28493881
1,1992,41.78774261
2,1992,30.2346611
1,1992,24.08940697
2,1992,13.4922514
2,1992,36.87154007
1,1992,18.43577003
1,1992,13.43762779
1,1992,51.62015533
2,1992,15.3385601
2,1992,19.17320061
2,1992,36.87154007
2,1992,19.72381592
1,1992,30.29445267
1,1992,28.18624306
1,1992,14.01118374
2,1992,18.43577003
1,1992,23.00784111
1,1992,30.67712021
2,1992,25.07264519
1,1992,23.59778404
2,1992,15.3385601
1,1992,34.74118423
1,1992,15.43688393
1,1992,15.92850399
2,1992,12.21185303
2,1992,18.18995857
1,1992,17.20671844
2,1992,5.899446011
1,1992,16.12707138
2,1992,19.17320061
1,1992,15.09160614
1,1992,10.17654514
2,1992,18.43577003
1,1992,19.17320061
1,1992,20.64806175
1,1992,36.87154007
2,1992,19.17320061
1,1992,32.44695663
2,1992,15.75889587
2,1992,5.684921265
2,1992,24.77767563
1,1992,23.87870979
2,1992,16.96090889
1,1992,8.259224892
2,1992,25.61981964
2,1992,20.64806175
1,1992,7.181234837
2,1992,18.43577003
2,1992,22.21210098
1,1992,27.88829041
1,1992,7.578642845
1,1992,20.67698097
1,1992,15.27535152
2,1992,16.22347832
2,1992,15.48604679
1,1992,20.94303322
1,1992,36.05217361
1,1992,4.533258438
2,1992,6.902352333
1,1992,34.64744568
2,1992,25.81007767
2,1992,18.43577003
2,1992,20.64806175
2,1992,8.849169731
1,1992,18.43577003
1,1992,42.77098465
2,1992,27.28493881
1,1992,22.28679657
2,1992,19.17320061
2,1992,5.848423958
1,1992,15.44130898
2,1992,13.9441452
1,1992,14.74861622
2,1992,4.424584866
1,1992,14.61587715
2,1992,17.91956902
1,1992,21.13968277
1,1992,11.79889202
1,1992,24.58102608
1,1992,10.32403088
2,1992,14.74861622
2,1992,9.586600304
1,1992,16.22347832
2,1992,14.74861622
2,1992,22.86035347
2,1992,10.18995285
1,1992,18.43577003
2,1992,9.586600304
2,1992,18.06705284
2,1992,26.21976089
1,1992,25.81007767
2,1992,22.1229229
1,1992,18.43577003
2,1992,14.74861622
1,1992,10.11333656
1,1992,21.01677704
1,1992,17.14955139
2,1992,24.33521652
1,1992,42.03355408
2,1992,12.45438671
1,1992,11.79889202
2,1992,18.77096558
2,1992,16.96090889
1,1992,17.69833946
1,1992,26.54750633
1,1992,9.586600304
2,1992,13.27375317
2,1992,15.48604679
1,1992,26.54750633
2,1992,19.91063118
2,1992,15.48604679
2,1992,15.48604679
2,1992,20.05811691
2,1992,26.54750633
2,1992,15.3385601
1,1992,13.48444939
1,1992,20.99981689
1,1992,19.91063118
1,1992,17.53020477
1,1992,15.7318573
2,1992,19.91063118
1,1992,13.27375317
1,1992,45.13076401
1,1992,9.586600304
1,1992,16.38497543
1,1992,4.793300152
2,1992,10.11333656
1,1992,22.94229126
2,1992,18.43577003
1,1992,24.13409805
1,1992,13.51384735
1,1992,32.44695663
2,1992,32.44695663
1,1992,44.24584579
2,1992,8.849169731
2,1992,19.13333893
2,1992,21.23800659
1,1992,17.25901794
2,1992,8.303593636
1,1992,13.14733696
1,1992,20.32031441
1,1992,24.33521652
2,1992,19.91063118
2,1992,17.69833946
2,1992,36.87154007
1,1992,12.7821331
2,1992,18.96376991
2,1992,18.79725456
2,1992,35.02796173
2,1992,15.48604679
1,1992,32.44695663
2,1992,10.73699188
1,1992,20.9758091
2,1992,14.74861622
2,1992,11.8972168
2,1992,9.95531559
2,1992,11.06146145
1,1992,19.17320061
1,1992,11.79889202
1,1992,21.06945038
2,1992,33.74483109
1,1992,46.01568222
1,1992,33.03689957
2,1992,8.608375549
2,1992,28.02236748
1,1992,9.056904793
2,1992,25.81007767
2,1992,15.07636261
2,1992,18.02280807
2,1992,15.48604679
2,1992,16.8555603
1,1992,30.08717728
1,1992,37.25966263
1,1992,14.74861622
2,1992,10.80254173
1,1992,24.13409805
2,1992,3.576539278
1,1992,15.07636261
2,1992,29.49723244
2,1992,13.40783215
1,1992,18.43577003
1,1992,16.38735008
2,1992,10.37608433
2,1992,20.01597977
2,1992,11.06146145
2,1992,6.902352333
1,1992,8.835450172
1,1992,28.84173775
1,1992,28.84173775
1,1992,29.49723244
1,1992,33.92181778
1,1992,33.18438339
1,1992,14.74861622
2,1992,34.65924454
1,1992,20.27934647
2,1992,10.32403088
1,1992,11.43017673
1,1992,12.03024292
2,1992,14.74861622
1,1992,13.16313934
2,1992,11.15531731
1,1992,15.07636261
2,1992,10.71785259
1,1992,20.32031441
1,1992,30.97209358
1,1992,36.87154007
2,1992,17.10544395
2,1992,14.74861622
2,1992,17.04284477
2,1992,6.554940224
1,1992,30.2346611
1,1992,19.91063118
1,1992,20.4268322
2,1992,26.14044571
2,1992,24.33521652
1,1992,13.64246941
2,1992,15.11733055
1,1992,31.38003349
1,1992,24.85141754
2,1992,30.34000969
2,1992,33.47935867
2,1992,18.44461823
1,1992,29.49723244
1,1992,27.53074837
2,1992,11.89682388
2,1992,16.96090889
1,1992,28.82684135
1,1992,25.89201546
1,1992,8.849169731
1,1992,38.34640121
2,1992,14.74861622
1,1992,26.54750633
1,1992,10.18995285
1,1992,15.45286179
1,1992,17.69833946
2,1992,15.92850399
1,1992,8.554196358
1,1992,20.64806175
1,1992,16.22347832
2,1992,15.65159225
1,1992,17.69833946
2,1992,18.43577003
2,1992,19.00932693
2,1992,15.80208778
1,1992,7.362509251
2,1992,19.97208405
1,1992,51.33721924
1,1992,27.28493881
1,1992,21.34345818
1,1992,13.48444939
2,1992,11.79889202
1,1992,29.49723244
1,1992,19.28381348
1,1992,18.77096558
2,1992,22.1229229
1,1992,26.21976089
2,1992,18.06705284
2,1992,12.41988659
2,1992,8.581012726
2,1992,16.96090889
1,1992,26.54750633
1,1992,38.34640121
2,1992,18.35383224
1,1992,19.66482162
2,1992,12.47405148
2,1992,54.40600204
1,1992,20.32031441
1,1992,23.59778404
1,1992,28.31734085
1,1992,26.21976089
1,1992,16.62571144
2,1992,23.70313263
1,1992,15.45654964
2,1992,25.81007767
1,1992,17.69833946
2,1992,22.1229229
2,1992,16.38735008
2,1992,11.41542816
1,1992,47.19556808
1,1992,29.49723244
1,1992,16.38735008
2,1992,15.37197781
1,1992,17.69833946
1,1992,32.11920547
2,1992,18.43577003
2,1992,10.88226604
2,1992,12.02012157
2,1992,14.74861622
2,1992,18.06705284
2,1992,13.15417099
1,1992,27.53074837
1,1992,11.79889202
1,1992,29.49723244
1,1992,37.75645828
1,1992,17.99331093
2,1992,35.39667892
1,1992,25.81007767
1,1992,28.06022644
1,1992,25.06969643
1,1992,30.57093048
1,1992,23.59778404
1,1992,15.39018059
2,1992,13.86369896
2,1992,11.04376316
2,1992,10.17654514
2,1992,11.79889202
2,1992,23.59778404
2,1992,15.48604679
1,1992,19.91063118
2,1992,14.01118374
1,1992,11.06146145
2,1992,31.85700798
1,1992,30.2346611
2,1992,22.1229229
1,1992,58.99446487
2,1992,23.59778404
1,1992,29.49723244
1,1992,14.74861622
1,1992,29.49723244
2,1992,10.11333656
1,1992,22.52515984
1,1992,12.45438671
2,1992,38.45174789
1,1992,27.28493881
2,1992,18.35383224
2,1992,15.3385601
1,1992,18.43577003
1,1992,14.74861622
1,1992,20.64806175
1,1992,13.27375317
1,1992,14.74861622
1,1992,23.00784111
2,1992,16.71509743
2,1992,27.28493881
2,1992,26.54750633
2,1992,20.67698097
2,1992,19.00932693
1,1992,17.69833946
2,1992,11.06146145
1,1992,45.58663177
2,1992,23.89275742
1,1992,13.69143486
1,1992,10.89332771
1,1992,14.01118374
2,1992,15.48604679
1,1992,13.10988045
1,1992,30.97209358
2,1992,36.13410568
1,1992,20.64806175
2,1992,13.34398556
2,1992,18.28828239
2,1992,16.96090889
1,1992,28.79491615
2,1992,26.25253677
1,1992,20.78214073
2,1992,26.96889877
1,1992,35.39667892
1,1992,9.832410812
1,1992,31.79211617
1,1992,51.62015533
1,1992,32.59444046
1,1992,31.70952225
2,1992,33.67846298
1,1992,23.00784111
1,1992,26.54750633
1,1992,20.64806175
2,1992,17.69833946
1,1992,47.90999222
1,1992,12.90503883
1,1992,34.41343689
1,1992,15.3385601
1,1992,12.40618801
1,1992,12.40618801
2,1992,19.91063118
1,1992,21.01677704
1,1992,32.44695663
1,1992,26.29467392
2,1992,25.81007767
2,1992,35.39667892
1,1992,36.87154007
1,1992,18.55375862
1,1992,13.76537418
1,1992,16.01278305
2,1992,29.49723244
1,1992,25.81007767
2,1992,32.15198135
1,1992,37.60896683
1,1992,24.77767563
2,1992,25.81007767
1,1992,53.09501266
1,1992,33.18438339
1,1992,25.81007767
2,1992,18.87822914
2,1992,30.08717728
2,1992,33.48334122
2,1992,25.20672607
2,1992,32.44695663
1,1992,42.77098465
2,1992,18.43577003
1,1992,12.53632259
2,1992,12.53632259
1,1992,37.16651154
1,1992,29.49723244
2,1992,13.68597794
2,1992,29.85709953
1,1992,41.06801224
1,1992,26.21976089
2,1992,16.38735008
1,1992,11.91688156
1,1992,35.39667892
2,1992,28.7000103
1,1992,7.374308109
2,1992,10.95611477
2,1992,5.309501648
1,1992,7.374308109
2,1992,22.1229229
2,1992,10.11333656
2,1992,22.86035347
2,1992,21.45923615
1,1992,12.53632259
1,1992,14.74861622
1,1992,29.49723244
2,1992,9.691946983
2,1992,18.43577003
2,1992,35.02796173
2,1992,23.09780693
1,1992,30.72628212
1,1992,14.74861622
2,1992,13.27375317
2,1992,39.82126236
2,1992,18.7307415
2,1992,7.669280052
2,1992,17.69833946
1,1992,11.79889202
1,1992,27.53074837
1,1992,20.77096748
2,1992,15.48604679
1,1992,42.03355408
2,1992,16.96090889
2,1992,16.22347832
1,1992,11.06146145
1,1992,31.70952225
1,1992,11.00683689
2,1992,16.96090889
2,1992,5.899446011
2,1992,15.7318573
2,1992,12.29051304
1,1992,32.44695663
1,1992,47.19556808
1,1992,17.69833946
2,1992,20.64806175
1,1992,16.22347832
2,1992,11.79889202
1,1992,9.203136444
2,1992,14.10950947
1,1992,18.06705284
1,1992,18.06705284
2,1992,45.88458252
2,1992,23.77476883
1,1992,19.17320061
2,1992,8.849169731
1,1992,25.5642662
1,1992,29.91019249
1,1992,26.81566429
2,1992,26.54750633
2,1992,25.13968658
2,1992,25.40039444
2,1992,20.72180367
1,1992,33.18438339
1,1992,9.144141197
2,1992,22.1229229
1,1992,14.74861622
1,1992,20.64806175
1,1992,30.97209358
2,1992,22.1229229
1,1992,16.22347832
2,1992,19.91063118
1,1992,28.02236748
1,1992,41.2961235
1,1992,15.92850399
1,1992,10.73699188
2,1992,19.13333893
2,1992,18.43577003
2,1992,13.9441452
1,1992,13.27375317
1,1992,26.54750633
1,1992,5.800630569
2,1992,23.00784111
2,1992,14.74861622
2,1992,17.69833946
2,1992,17.69833946
2,1992,7.374308109
1,1992,16.96090889
2,1992,16.8555603
2,1992,15.48604679
2,1992,11.79889202
2,1992,20.64806175
2,1992,22.28679657
1,1992,29.49723244
2,1992,12.29051304
2,1992,18.33744621
2,1992,26.54750633
1,1992,29.49723244
1,1992,29.49723244
1,1992,15.42932129
2,1992,20.9758091
2,1992,14.7250185
1,1992,7.669280052
2,1992,13.27375317
1,1992,25.81007767
1,1992,19.66482162
2,1992,17.57543373
2,1992,16.22347832
2,1992,16.22347832
1,1992,20.64806175
1,1992,16.51844978
1,1992,29.49723244
1,1992,16.96090889
1,1992,8.662599564
1,1992,18.11129951
1,1992,14.74861622
1,1992,36.87154007
2,1992,24.71389771
2,1992,56.04473495
2,1992,22.1229229
1,1992,29.49723244
1,1992,23.59778404
2,1992,25.81007767
1,1992,23.59778404
2,1992,16.22347832
2,1992,14.01118374
2,1992,20.9758091
2,1992,22.1229229
2,1992,20.64806175
1,1992,33.18438339
2,1992,13.27375317
2,1992,10.11333656
2,1992,29.49723244
1,1992,50.47304153
2,1992,32.77470016
1,1992,18.43577003
1,1992,3.932964325
2,1992,17.69833946
1,1992,2.528334141
2,1992,39.10097885
1,1992,20.64806175
2,1992,29.49723244
1,1992,33.18438339
1,1992,16.5921917
1,1992,10.73699188
2,1992,15.13673592
1,1992,63.41904449
2,1992,8.849169731
1,1992,7.508386135
1,1992,35.94974899
2,1992,21.13968277
2,1992,26.94277
1,1992,41.10734177
2,1992,29.49723244
2,1992,36.87154007
2,1992,18.96250534
2,1992,18.43577003
2,1992,25.07264519
1,1992,40.31288147
2,1992,29.49723244
1,1992,57.51959991
1,1992,25.81007767
1,1992,17.69833946
1,1992,23.00784111
2,1992,21.82795143
2,1992,20.64806175
2,1992,25.81007767
2,1992,17.09545135
2,1992,26.21976089
2,1992,17.69833946
1,1992,22.1229229
1,1992,23.87870979
2,1992,18.43577003
1,1992,17.40336609
2,1992,25.81007767
2,1992,26.54750633
2,1992,19.91063118
2,1992,12.29051304
2,1992,21.91222954
1,1992,15.98749924
1,1992,14.74861622
1,1992,29.49723244
1,1992,20.67461014
2,1992,21.67456436
2,1992,17.69833946
1,1992,14.74861622
1,1992,22.86035347
2,1992,19.17320061
2,1992,15.48604679
1,1992,15.3385601
2,1992,8.849169731
1,1992,18.43577003
2,1992,51.62015533
2,1992,8.849169731
2,1992,19.59927177
1,1992,14.74861622
2,1992,26.54750633
1,1992,44.24584579
2,1992,29.49723244
2,1992,17.69833946
2,1992,16.14101982
2,1992,18.28828239
1,1992,17.14955139
1,1992,14.74861622
2,1992,25.96051216
2,1992,38.34640121
1,1992,19.66482162
2,1992,21.38549232
2,1992,18.43577003
2,1996,13.1882143
1,1996,15.38624954
2,1996,13.1882143
1,1996,19.78232002
1,1996,34.28935623
1,1996,13.1882143
1,1996,17.74414253
1,1996,28.26045799
2,1996,19.12290955
2,1996,12.30899906
1,1996,20.4417305
2,1996,14.60594654
1,1996,16.48526764
1,1996,16.46944237
2,1996,56.04990768
2,1996,19.78232002
2,1996,13.84762478
1,1996,14.60848331
1,1996,23.07937431
1,1996,18.17042732
2,1996,11.31548786
1,1996,30.69257164
2,1996,11.8693924
1,1996,16.93952942
2,1996,18.13379478
1,1996,14.31863308
2,1996,9.578807831
1,1996,29.67348099
1,1996,10.53298664
2,1996,39.56464005
2,1996,14.24327087
2,1996,23.73878479
1,1996,6.857871056
1,1996,21.10114098
2,1996,21.76055336
1,1996,25.84889793
1,1996,27.16771889
1,1996,14.95675373
2,1996,8.572339058
1,1996,19.07218742
2,1996,10.55057049
1,1996,24.61799812
2,1996,29.67348099
2,1996,17.82191086
1,1996,30.72326279
2,1996,20.30985069
1,1996,13.1882143
2,1996,15.82585716
2,1996,19.43526268
1,1996,32.46992111
2,1996,13.1882143
1,1996,30.53597641
2,1996,49.7623291
1,1996,15.77310371
2,1996,11.75635052
1,1996,19.78232002
1,1996,16.48526764
2,1996,23.07937431
2,1996,16.48526764
1,1996,18.46349907
2,1996,19.51855659
1,1996,58.02814484
1,1996,11.25394344
2,1996,12.17373657
1,1996,15.82585716
1,1996,34.64939499
1,1996,16.48526764
1,1996,23.07937431
2,1996,13.49491596
2,1996,19.78232002
2,1996,10.71542358
2,1996,14.50703621
1,1996,26.3764286
1,1996,30.47942734
2,1996,17.82191086
1,1996,21.62867165
2,1996,29.01407242
2,1996,21.10114098
2,1996,29.01407242
2,1996,33.30023956
1,1996,15.29832745
1,1996,16.48526764
1,1996,17.40844154
1,1996,15.23971367
2,1996,18.16930199
1,1996,15.43021011
2,1996,32.31112289
1,1996,26.3764286
2,1996,26.3764286
1,1996,22.85956955
1,1996,26.3764286
1,1996,24.26631546
1,1996,30.47942734
2,1996,25.71701813
1,1996,42.86169434
2,1996,11.8693924
1,1996,15.75310135
1,1996,29.01407242
2,1996,21.10114098
1,1996,21.49731636
1,1996,24.1783905
2,1996,32.97053528
2,1996,23.73878479
1,1996,28.35466003
1,1996,29.01407242
2,1996,21.68728447
1,1996,27.03583908
2,1996,9.796958923
2,1996,32.97053528
2,1996,25.00265503
2,1996,17.47438431
2,1996,13.51791954
2,1996,6.923812389
2,1996,23.83110237
2,1996,11.8693924
1,1996,10.4450655
2,1996,16.78499985
2,1996,16.78499985
1,1996,25.32137108
2,1996,14.50703621
1,1996,16.77540779
2,1996,15.82585716
1,1996,16.35338402
2,1996,26.96257019
1,1996,33.99628448
1,1996,26.3764286
1,1996,24.49239731
2,1996,22.41996384
1,1996,28.35466003
2,1996,8.115823746
2,1996,42.31218719
2,1996,11.20998192
1,1996,32.97053528
1,1996,30.99230194
1,1996,24.61799812
1,1996,18.9580574
1,1996,47.47756958
1,1996,35.34441376
2,1996,17.40910149
1,1996,29.89328575
2,1996,11.50645256
1,1996,20.04740524
2,1996,16.83109093
1,1996,14.0170927
1,1996,20.96926117
1,1996,7.385399818
2,1996,14.50703621
2,1996,23.73878479
2,1996,23.73878479
1,1996,17.14467812
2,1996,24.00255013
1,1996,29.67348099
2,1996,14.50703621
2,1996,13.84762478
1,1996,17.85903931
1,1996,52.75285721
1,1996,20.09632683
1,1996,21.76055336
2,1996,49.45580292
1,1996,18.70947075
1,1996,23.73878479
1,1996,13.44680691
1,1996,21.58071327
2,1996,17.40844154
1,1996,19.91689491
2,1996,19.78232002
2,1996,21.10114098
2,1996,11.8693924
1,1996,20.30985069
1,1996,32.97053528
2,1996,13.58385944
2,1996,12.34416866
1,1996,17.80408859
1,1996,32.97053528
1,1996,32.97053528
2,1996,11.25369072
2,1996,18.75657082
2,1996,24.23779869
1,1996,20.62157059
1,1996,25.05760574
2,1996,15.38624954
1,1996,42.78842545
1,1996,28.35466003
2,1996,32.97053528
2,1996,16.48526764
2,1996,23.07937431
1,1996,23.44571304
2,1996,35.16857147
1,1996,25.05760574
1,1996,20.21336746
1,1996,22.44802284
1,1996,32.70676804
2,1996,16.41199875
1,1996,19.11799622
2,1996,17.64583015
1,1996,30.47942734
2,1996,18.17042732
1,1996,21.4915123
2,1996,10.23562908
1,1996,8.632286072
2,1996,9.085308075
2,1996,24.0038681
2,1996,14.83674049
1,1996,30.94157982
2,1996,16.99814224
1,1996,22.09025955
1,1996,29.67348099
2,1996,13.1882143
2,1996,14.50703621
2,1996,17.46217155
2,1996,20.51499939
1,1996,25.32137108
1,1996,29.54159927
2,1996,21.03520012
2,1996,15.53278542
1,1996,13.71574211
2,1996,27.69524956
2,1996,18.85914612
1,1996,26.3764286
1,1996,21.58071327
1,1996,21.51761246
1,1996,32.97053528
2,1996,13.1882143
1,1996,29.30714226
2,1996,21.10114098
1,1996,37.94377518
1,1996,26.3764286
1,1996,23.73878479
1,1996,26.3764286
2,1996,17.14467812
1,1996,23.07937431
2,1996,26.3764286
1,1996,22.61778831
1,1996,23.07937431
2,1996,14.50703621
1,1996,27.88365173
2,1996,17.80408859
2,1996,23.07937431
2,1996,26.30106735
2,1996,20.4417305
2,1996,9.891160011
2,1996,23.97857094
1,1996,58.02814484
2,1996,49.45580292
1,1996,32.97053528
1,1996,34.94876862
1,1996,29.01407242
2,1996,13.1882143
1,1996,16.48526764
1,1996,18.26060295
2,1996,46.33696747
1,1996,18.46349907
2,1996,18.46349907
2,1996,21.43084717
1,1996,15.59515858
1,1996,13.1882143
2,1996,11.72285652
2,1996,26.3764286
1,1996,69.89753723
2,1996,16.48526764
2,1996,20.82349586
1,1996,25.71701813
2,1996,16.48526764
2,1996,9.796958923
1,1996,23.73878479
1,1996,65.94107056
2,1996,11.52649879
2,1996,12.52880287
1,1996,18.26060295
1,1996,11.8693924
1,1996,11.75635052
2,1996,26.3764286
1,1996,42.86169434
2,1996,16.78499985
1,1996,39.56464005
2,1996,27.43148422
1,1996,15.82585716
2,1996,11.72285652
1,1996,12.89514256
2,1996,34.28935623
2,1996,36.39947128
1,1996,11.42978477
2,1996,16.48526764
1,1996,14.50703621
1,1996,40.76356888
2,1996,18.08669281
2,1996,11.8693924
2,1996,15.70025444
2,1996,19.12290955
2,1996,34.28935623
1,1996,5.714892387
1,1996,27.9350338
1,1996,17.14467812
1,1996,29.01407242
1,1996,12.52880287
2,1996,24.11559296
1,1996,36.26758957
2,1996,9.591428757
2,1996,26.3764286
1,1996,36.92699814
2,1996,29.67348099
2,1996,42.86169434
1,1996,40.22405243
1,1996,11.60562801
2,1996,15.08731651
2,1996,17.24264717
1,1996,44.83992767
2,1996,32.91778183
2,1996,7.253518105
2,1996,25.41728592
1,1996,28.77428436
1,1996,13.1882143
2,1996,25.62281609
1,1996,52.75285721
2,1996,21.10114098
1,1996,19.78232002
2,1996,16.88091469
1,1996,12.75659943
2,1996,33.91255188
1,1996,15.43021011
2,1996,13.1882143
2,1996,29.62600517
2,1996,3.516857147
2,1996,32.97053528
2,1996,19.51855659
1,1996,15.82585716
2,1996,19.59391785
2,1996,34.28935623
1,1996,16.48526764
1,1996,26.3764286
2,1996,6.851020336
2,1996,13.77435684
2,1996,16.48526764
2,1996,18.46349907
1,1996,36.26758957
1,1996,39.56464005
1,1996,29.67348099
1,1996,16.45889091
1,1996,39.56464005
2,1996,39.56464005
1,1996,8.902044296
1,1996,25.32137108
2,1996,15.07224464
2,1996,13.1882143
2,1996,17.58428574
1,1996,32.97053528
2,1996,12.85850906
2,1996,13.1882143
1,1996,25.28840065
2,1996,31.65171432
1,1996,22.21172905
2,1996,8.572339058
2,1996,19.88782692
2,1996,13.1882143
2,1996,16.84624672
1,1996,20.12144661
1,1996,55.91802597
2,1996,16.84624672
2,1996,16.48526764
2,1996,21.62867165
1,1996,31.65171432
1,1996,23.73878479
2,1996,17.80408859
2,1996,19.59391785
2,1996,11.20998192
2,1996,25.05760574
1,1996,12.68097591
2,1996,21.25940132
1,1996,19.12290955
2,1996,30.33289337
1,1996,18.84030533
1,1996,8.792142868
1,1996,19.78232002
2,1996,17.14467812
1,1996,13.1882143
1,1996,29.67348099
2,1996,36.26758957
1,1996,22.85956955
1,1996,18.46349907
1,1996,8.902044296
1,1996,16.88091469
2,1996,16.15556145
1,1996,6.066578865
2,1996,23.07937431
2,1996,21.76055336
2,1996,21.76055336
2,1996,23.73878479
2,1996,8.164133072
2,1996,17.14467812
2,1996,19.78232002
1,1996,11.93219376
2,1996,17.80408859
2,1996,31.65171432
1,1996,27.47544479
2,1996,29.67348099
1,1996,8.572339058
1,1996,9.891160011
1,1996,37.36660385
2,1996,21.43084717
1,1996,25.71701813
1,1996,25.32137108
2,1996,11.20998192
2,1996,14.97040462
1,1996,30.77249908
2,1996,18.46349907
2,1996,9.601019859
1,1996,36.92699814
2,1996,19.0734539
2,1996,23.44571304
2,1996,13.1882143
1,1996,34.28935623
1,1996,21.43084717
2,1996,10.55057049
1,1996,23.59996223
1,1996,13.1882143
1,1996,22.85956955
1,1996,32.97053528
2,1996,25.38731194
1,1996,30.14448929
1,1996,32.97053528
2,1996,23.44571304
2,1996,29.67348099
1,1996,9.043346405
1,1996,48.91628647
1,1996,25.05760574
2,1996,41.02999878
1,1996,62.13114166
2,1996,34.21806717
1,1996,10.22086525
2,1996,19.78232002
1,1996,2.357393265
1,1996,19.9288578
1,1996,18.84030533
2,1996,29.01407242
1,1996,13.71574211
1,1996,23.07937431
1,1996,23.07937431
1,1996,32.37107086
2,1996,21.10114098
1,1996,15.82585716
2,1996,8.572339058
2,1996,13.51791954
2,1996,23.07937431
2,1996,17.82191086
1,1996,19.78232002
1,1996,34.28935623
2,1996,17.87002945
1,1996,43.96071243
1,1996,52.75285721
1,1996,23.44571304
1,1996,30.99230194
2,1996,20.85386276
1,1996,27.03583908
2,1996,24.64113808
1,1996,27.69524956
2,1996,18.84030533
2,1996,30.66259956
2,1996,23.07937431
1,1996,26.3764286
2,1996,48.94292831
2,1996,19.78232002
1,1996,8.792142868
1,1996,38.09928513
1,1996,21.10114098
1,1996,15.82585716
2,1996,15.82585716
1,1996,37.36660385
1,1996,39.56464005
1,1996,12.39692116
2,1996,25.05760574
2,1996,13.58785725
1,1996,18.61865425
1,1996,35.16857147
1,1996,7.536122322
1,1996,41.98696899
1,1996,30.99230194
1,1996,23.73878479
1,1996,23.73878479
1,1996,19.78232002
1,1996,9.043346405
2,1996,22.85956955
1,1996,12.13315773
1,1996,8.264262199
1,1996,16.48526764
1,1996,25.05760574
2,1996,22.65617752
2,1996,13.28412914
1,1996,15.16644669
2,1996,8.915232658
1,1996,58.02814484
1,1996,18.75657082
1,1996,36.92699814
2,1996,29.01407242
1,1996,25.51766014
1,1996,30.17463303
2,1996,16.48526764
2,1996,20.67341614
1,1996,14.06742859
2,1996,11.8693924
1,1996,23.44571304
1,1996,24.1783905
2,1996,14.50703621
2,1996,9.796958923
2,1996,21.10114098
1,1996,14.38714218
2,1996,13.71574211
2,1996,10.55057049
1,1996,8.572339058
2,1996,21.10114098
1,1996,34.94876862
2,1996,19.60647774
1,1996,34.28935623
2,1996,11.30418396
2,1996,11.8693924
1,1996,15.82585716
1,1996,15.82585716
1,1996,16.35338402
2,1996,17.80408859
1,1996,12.66068554
2,1996,55.06079102
1,1996,20.62157059
2,1996,15.82585716
2,1996,6.594107151
1,1996,29.01407242
2,1996,30.59665489
2,1996,13.1882143
2,1996,15.38624954
1,1996,10.83317566
2,1996,12.89514256
2,1996,30.99230194
1,1996,27.03583908
1,1996,26.3764286
2,1996,9.231749535
1,1996,32.97053528
2,1996,18.85914612
2,1996,21.10114098
2,1996,39.85771561
1,1996,33.99628448
1,1996,36.0477829
2,1996,23.54096222
2,1996,16.99814224
2,1996,40.883461
1,1996,24.93771362
2,1996,23.01942825
2,1996,22.41996384
1,1996,5.486297131
2,1996,28.13485718
1,1996,25.32137108
2,1996,16.02367973
2,1996,46.02686691
2,1996,42.86169434
1,1996,16.45889091
2,1996,21.91272545
1,1996,13.71574211
2,1996,17.80408859
1,1996,20.04608536
1,1996,23.44571304
2,1996,23.72881889
2,1996,13.5205574
2,1996,23.07937431
1,1996,24.61799812
2,1996,21.10114098
1,1996,16.35338402
1,1996,32.8239975
2,1996,21.10114098
2,1996,28.13485718
2,1996,19.78232002
1,1996,23.73878479
2,1996,21.10114098
2,1996,16.78499985
1,1996,20.82349586
1,1996,16.35338402
2,1996,15.82585716
1,1996,19.78232002
2,1996,22.41996384
1,1996,28.35466003
2,1996,19.78232002
1,1996,36.26758957
1,1996,26.3764286
1,1996,37.45452499
1,1996,28.80583572
2,1996,6.594107151
2,1996,11.72285652
2,1996,9.891160011
1,1996,17.26457214
2,1996,9.891160011
1,1996,6.066578865
